Name,Cap Rate,Vacancy Rate,Home Value to Rent Ratio,Rent as % of Income,Shadow Inventory %,Migration Total,Housing Unit Growth Rate,Building Permits,Vote Republican %,Vote Democrat %,Rental Rate,Rent For Houses,Home Value Growth (MoM),For Sale Inventory,Sale Inventory Growth (YoY),Inventory Surplus/Deficit,Price Cut %,Days on Market,Days on Market Growth (YoY),Inventory as % of Houses,Median Listing Price,Median Listing Price (YoY),New Listing Count,New Listing Count (YoY),Sale Inventory Growth (MoM),Population,Median Household Income,Population Growth,Income Growth,Remote Work %,Home Value,Home Value Growth (YoY),Home Value Growth (5-Year),Overvalued %,Value / Income Ratio,Mortgage Payment,Salary to Afford a House,Mtg Payment as % of Income,Property Tax Rate,Buy v Rent Differential,% Change from June 2022,% Crash from 2007-12,College Degree Rate,Homeownership Rate,Mortgaged Home %,Median Age,Poverty Rate,Housing Units,Migration % of Population,Rent Growth (YoY),Home Price Forecast,Investor Forecast,Long-Term Growth
"Shelby, NC",6.9%,11.7%,10.9,22.6%,0.4%,"1,025",2.0%,-,67.0%,32.1%,"$1,197","$1,497",-0.38%,299,27.7%,57.5%,24.5%,79,38.6%,1.0%,"$298,450",2.9%,98,-12.5%,-5.6%,"101,378","$63,429",3.8%,40.9%,6.1%,"$196,784",-0.2%,51.8%,7.6%,3.1,"$1,256","$50,268",23.7%,0.6%,4.9%,6.1%,-16.6%,26.6%,73.7%,55%,42.6,16.4%,"44,565",1.0%,0.3%,37,68,62.0
"Shelton, WA",4.3%,26.8%,16.2,28.9%,23.5%,421,2.1%,-,49.4%,46.9%,"$1,834","$2,293",0.42%,161,29.9%,21.8%,17.7%,87,20.8%,0.5%,"$465,975",0.5%,58,52.6%,-15.0%,"68,389","$75,998",4.3%,18.7%,11.6%,"$446,553",3.2%,55.5%,32.9%,5.8,"$2,899","$115,999",45.7%,0.7%,58.0%,-1.4%,-,23.2%,84.1%,58%,43.9,10.2%,"34,405",0.6%,-,45,-,46.0
"Sheridan, WY",2.9%,11.2%,23.4,20.0%,11.6%,542,3.0%,-,73.3%,23.8%,"$1,209","$1,511",0.59%,117,25.1%,3.7%,8.3%,123,32.4%,1.0%,"$526,225",-7.7%,28,16.6%,-6.4%,"31,585","$72,272",5.2%,18.8%,7.3%,"$425,203",3.6%,42.3%,16.8%,5.8,"$2,687","$107,510",44.6%,0.5%,122.3%,5.0%,-,33.3%,69.8%,55%,42.9,9.2%,"15,236",1.6%,-,46,-,55.0
"Sherman, TX",5.1%,12.2%,12.8,24.8%,4.1%,"3,573",13.0%,"2,424",76.6%,22.4%,"$1,458","$1,823",0.13%,944,43.0%,88.1%,22.9%,86,9.6%,2.4%,"$349,950",-6.4%,232,19.5%,-1.1%,"146,907","$70,399",9.6%,22.4%,11.1%,"$282,037",1.4%,49.8%,25.8%,4.0,"$1,955","$78,218",33.3%,1.2%,34.0%,1.3%,-,25.6%,66.1%,47%,39.6,9.5%,"64,132",2.4%,-1.2%,30,61,60.0
"Show Low, AZ",5.3%,27.7%,14.1,41.7%,30.3%,745,-0.1%,-,58.1%,40.9%,"$1,802","$2,252",0.07%,344,8.8%,-1.9%,15.7%,105,2.4%,0.7%,"$459,700",-7.5%,102,41.6%,-8.8%,"109,175","$51,769",-1.1%,33.0%,8.9%,"$381,871",1.8%,64.9%,37.9%,7.3,"$2,401","$96,057",55.6%,0.5%,33.2%,-1.0%,-26.0%,16.8%,71.9%,39%,40.4,23.9%,"58,078",0.6%,-,48,-,22.0
"Shreveport, LA",8.9%,10.6%,8.6,27.2%,0.7%,"-1,908",-0.7%,"1,022",56.5%,42.1%,"$1,273","$1,591",0.65%,"1,303",23.0%,0.5%,21.4%,80,-0.6%,1.2%,"$247,450",-0.9%,360,6.5%,0.2%,"383,078","$56,002",-3.5%,18.0%,6.9%,"$165,395",2.6%,8.3%,-12.0%,2.9,"$1,051","$42,077",22.5%,0.6%,-17.3%,0.7%,5.2%,26.0%,65.5%,53%,40.2,18.3%,"182,677",-0.4%,6.1%,49,47,43.0
"Sidney, OH",4.0%,6.5%,16.3,14.1%,1.1%,8,-1.5%,-,82.0%,17.2%,$875,"$1,093",1.32%,65,17.2%,-17.7%,22.4%,65,4.4%,0.4%,"$270,975",25.3%,36,28.5%,-0.7%,"48,007","$74,278",-1.6%,16.4%,4.3%,"$214,698",7.1%,46.8%,24.2%,2.8,"$1,438","$57,537",23.2%,1.0%,64.3%,12.0%,-6.2%,20.6%,73.7%,58%,40.1,10.1%,"20,113",0.0%,-,57,-,50.0
"Sierra Vista, AZ",6.1%,15.3%,12.4,30.2%,6.1%,-467,-1.8%,512,60.9%,37.8%,"$1,337","$1,671",0.19%,436,1.9%,1.8%,17.5%,85,8.6%,1.1%,"$326,944",4.3%,138,0.0%,-2.0%,"124,640","$53,065",-1.6%,9.4%,10.7%,"$250,693",2.0%,38.3%,26.5%,4.7,"$1,577","$63,116",35.6%,0.5%,18.0%,1.2%,-,25.6%,69.2%,46%,44.0,14.5%,"60,172",-0.3%,2.3%,49,33,21.0
"Sioux City, IA",5.7%,7.1%,11.9,18.7%,0.9%,-28,2.4%,444,63.0%,35.1%,"$1,129","$1,411",0.61%,216,-1.8%,-7.0%,17.9%,70,-0.3%,0.5%,"$295,983",17.4%,82,5.1%,-6.1%,"149,759","$72,132",4.1%,19.9%,6.6%,"$201,798",3.9%,37.1%,21.7%,2.7,"$1,394","$55,796",23.2%,1.2%,23.5%,9.5%,5.6%,21.1%,67.2%,56%,37.3,11.5%,"61,383",-0.0%,9.8%,50,52,66.0
"Sioux Falls, SD",3.4%,5.4%,18.3,18.3%,0.6%,"3,662",16.9%,"2,971",58.0%,39.6%,"$1,185","$1,482",0.41%,959,11.0%,3.6%,13.2%,65,-8.4%,1.1%,"$365,457",-1.4%,416,70.4%,-11.2%,"294,672","$77,750",12.6%,18.5%,10.4%,"$326,056",3.6%,44.5%,29.3%,4.1,"$2,194","$87,777",33.8%,1.0%,85.0%,6.4%,1.9%,38.5%,67.9%,64%,37.1,7.5%,"129,278",1.2%,2.1%,46,49,56.0
"Somerset, KY",6.2%,17.5%,12.0,20.6%,12.5%,652,0.9%,-,82.0%,16.8%,$975,"$1,218",1.87%,288,28.2%,9.5%,19.4%,84,10.1%,1.3%,"$299,500",-3.3%,72,24.1%,-1.8%,"66,191","$56,780",3.1%,41.9%,4.9%,"$176,502",1.2%,35.0%,14.4%,3.1,"$1,125","$45,001",23.7%,0.6%,15.3%,-0.4%,6.2%,18.2%,72.4%,51%,43.1,14.5%,"31,793",0.9%,-,47,-,64.0
"Sonora, CA",4.0%,27.5%,17.4,24.5%,29.8%,-27,0.0%,-,59.7%,37.8%,"$1,505","$1,881",0.40%,321,39.8%,24.4%,13.8%,99,8.7%,1.3%,"$422,000",-1.8%,80,48.1%,-19.8%,"54,873","$73,704",1.7%,22.6%,12.0%,"$394,957",0.8%,25.9%,-2.7%,5.3,"$2,536","$101,440",41.2%,0.6%,68.5%,-5.7%,-,23.9%,74.1%,59%,48.8,10.0%,"31,491",-0.0%,-,43,-,54.0
"South Bend, IN",6.4%,11.5%,11.3,22.3%,4.3%,413,0.8%,573,52.1%,46.4%,"$1,253","$1,566",0.45%,648,29.3%,8.8%,23.4%,64,7.5%,0.6%,"$234,950",10.6%,260,0.0%,-7.8%,"324,454","$67,150",0.6%,25.5%,10.3%,"$212,893",5.2%,53.4%,26.1%,3.1,"$1,406","$56,263",25.1%,0.8%,12.2%,11.9%,-,31.4%,71.0%,60%,38.1,12.6%,"144,450",0.1%,5.7%,49,59,48.0
"Spartanburg, SC",6.3%,8.6%,12.1,27.5%,1.2%,"10,705",12.1%,"3,008",66.2%,32.5%,"$1,433","$1,791",0.21%,"1,360",19.5%,29.0%,24.2%,70,8.5%,1.2%,"$301,995",-1.9%,582,6.5%,-2.0%,"356,698","$62,419",13.6%,12.7%,7.0%,"$261,677",2.6%,57.2%,33.8%,4.1,"$1,645","$65,835",31.6%,0.5%,14.8%,7.6%,-6.5%,24.8%,72.4%,59%,38.1,14.0%,"147,365",3.0%,3.6%,42,64,52.0
"Spokane, WA",3.8%,7.5%,17.9,24.1%,2.7%,"2,285",6.7%,"3,558",52.4%,43.9%,"$1,495","$1,868",0.28%,"1,189",29.8%,49.6%,15.3%,74,60.8%,0.7%,"$479,948",-3.6%,498,12.1%,-11.2%,"598,925","$74,275",7.1%,24.5%,14.4%,"$401,917",1.6%,52.6%,28.7%,5.4,"$2,626","$105,041",42.4%,0.8%,75.6%,-3.1%,-18.9%,31.5%,65.4%,63%,39.2,11.5%,"257,723",0.3%,2.6%,40,57,50.0
"Springfield, IL",5.9%,8.5%,10.5,18.0%,0.8%,-521,1.5%,207,52.6%,45.4%,"$1,106","$1,382",0.68%,233,35.1%,-45.9%,16.7%,59,13.4%,0.3%,"$173,425",2.5%,128,-15.7%,-9.1%,"205,660","$73,645",-0.9%,18.3%,11.8%,"$175,385",4.0%,25.3%,3.3%,2.3,"$1,306","$52,245",21.2%,1.9%,18.0%,11.2%,1.7%,37.0%,70.9%,54%,42.4,11.8%,"99,166",-0.2%,6.0%,60,49,56.0
"Springfield, MA",4.9%,6.8%,13.0,31.2%,0.7%,214,2.4%,481,38.1%,58.9%,"$1,782","$2,227",0.33%,376,35.0%,-24.1%,28.8%,56,26.4%,0.3%,"$328,161",2.2%,232,-6.4%,-9.9%,"693,629","$68,336",-1.2%,9.6%,8.4%,"$347,779",6.0%,50.1%,23.8%,5.0,"$2,454","$98,197",43.1%,1.4%,37.7%,13.2%,-14.3%,28.7%,62.3%,62%,39.9,16.6%,"299,334",0.0%,4.8%,56,42,30.0
"Springfield, MO",5.4%,6.3%,13.7,23.0%,0.7%,"3,851",4.1%,"2,299",66.3%,31.8%,"$1,230","$1,538",0.31%,"1,503",49.0%,29.9%,17.9%,66,10.9%,1.1%,"$319,900",-3.0%,546,23.5%,-5.2%,"488,354","$64,179",5.0%,36.4%,10.0%,"$253,166",2.9%,57.1%,24.9%,3.9,"$1,617","$64,716",30.2%,0.6%,31.4%,7.3%,-,29.2%,63.8%,61%,37.4,11.7%,"213,820",0.7%,3.9%,43,62,52.0
"Springfield, OH",7.1%,9.6%,10.0,24.8%,0.2%,276,-0.1%,278,64.2%,34.7%,"$1,222","$1,527",0.86%,235,74.0%,12.0%,25.2%,61,6.6%,0.6%,"$199,950",0.2%,80,-11.1%,-6.9%,"134,610","$59,068",0.0%,17.8%,8.3%,"$183,432",7.8%,62.1%,41.8%,3.1,"$1,249","$49,969",25.3%,1.1%,2.1%,18.5%,-15.5%,18.7%,68.4%,60%,41.3,14.0%,"61,238",0.2%,9.0%,50,51,45.0
"St. Cloud, MN",4.3%,8.7%,15.4,20.3%,4.6%,-3,2.9%,629,63.2%,34.6%,"$1,280","$1,600",0.60%,273,10.9%,-16.3%,12.5%,71,14.0%,0.4%,"$319,925",-1.1%,132,8.2%,-11.2%,"202,435","$75,442",1.7%,14.1%,9.5%,"$296,924",4.1%,44.5%,19.2%,3.9,"$1,982","$79,280",31.5%,0.9%,54.7%,7.3%,-21.8%,29.5%,67.9%,57%,36.2,11.8%,"84,567",-0.0%,5.1%,53,40,48.0
"St. George, UT",4.0%,15.6%,18.6,28.2%,14.3%,"4,196",20.1%,"3,351",75.2%,22.9%,"$1,858","$2,322",0.32%,"1,407",23.6%,42.1%,19.8%,86,14.7%,2.2%,"$650,000",-0.6%,514,11.2%,-4.5%,"202,452","$79,029",17.9%,24.2%,11.6%,"$519,082",1.4%,55.9%,28.6%,6.5,"$3,225","$129,005",48.9%,0.4%,73.5%,-5.2%,-,33.6%,73.0%,59%,40.1,11.5%,"85,713",2.0%,2.1%,37,56,53.0
"St. Joseph, MO",5.3%,13.1%,13.6,16.9%,1.0%,"-1,116",-0.5%,96,68.1%,30.3%,$903,"$1,129",0.85%,182,3.1%,-26.6%,15.4%,61,-15.8%,0.5%,"$223,200",31.2%,70,0.0%,-6.1%,"119,710","$63,935",-5.1%,26.7%,7.1%,"$184,777",7.4%,41.0%,11.9%,2.8,"$1,199","$47,995",22.5%,0.7%,32.8%,9.9%,-10.2%,21.3%,69.9%,51%,39.6,11.7%,"53,743",-0.9%,5.0%,57,36,46.0
"St. Louis, MO",5.6%,8.0%,12.2,20.5%,0.9%,"-1,747",1.3%,"6,723",48.9%,49.1%,"$1,365","$1,706",0.42%,"4,551",10.0%,-14.8%,16.0%,62,5.0%,0.5%,"$274,950",-0.8%,"2,226",2.3%,-10.7%,"2,793,782","$79,788",-0.3%,20.1%,13.9%,"$250,591",3.8%,42.3%,9.3%,3.1,"$1,704","$68,198",25.6%,1.1%,24.8%,9.2%,-17.7%,39.1%,70.9%,63%,40.2,9.7%,"1,279,138",-0.0%,5.4%,53,48,51.0
"St. Marys, GA",5.9%,9.3%,11.9,26.8%,2.9%,867,6.2%,-,67.5%,31.8%,"$1,617","$2,021",0.21%,-,-,-,-,-,-,-,-,-,-,-,-,"56,036","$72,244",6.3%,26.8%,8.5%,"$289,487",2.6%,65.2%,32.5%,4.0,"$1,928","$77,133",32.0%,0.9%,19.2%,13.7%,-21.7%,21.6%,64.9%,66%,34.0,14.1%,"23,192",1.4%,5.5%,-,50,48.0
"Starkville, MS",6.1%,16.7%,12.0,32.8%,9.0%,-184,14.2%,-,56.5%,42.0%,"$1,311","$1,638",0.77%,168,18.7%,-1.3%,13.6%,119,46.9%,1.1%,"$339,325",-10.4%,58,81.2%,-13.4%,"61,415","$47,868",3.5%,16.4%,7.0%,"$236,254",4.2%,27.7%,-5.0%,4.9,"$1,531","$61,264",38.3%,0.7%,16.8%,7.6%,-,40.5%,52.4%,49%,27.4,23.0%,"30,520",-0.3%,7.5%,45,51,44.0
"State College, PA",6.2%,7.3%,11.5,31.8%,6.9%,300,-0.1%,412,47.8%,50.6%,"$1,870","$2,337",0.50%,148,7.6%,-4.7%,13.4%,85,18.1%,0.3%,"$367,495",-0.2%,58,-21.6%,-13.4%,"157,795","$70,483",-3.0%,16.1%,10.6%,"$324,668",3.1%,29.9%,14.7%,4.6,"$2,162","$86,492",36.8%,0.9%,15.6%,8.4%,7.9%,47.6%,58.9%,56%,34.3,15.7%,"67,085",0.1%,1.4%,51,46,37.0
"Statesboro, GA",6.2%,10.4%,11.8,33.5%,1.6%,"1,107",10.2%,-,64.2%,35.2%,"$1,520","$1,900",0.38%,193,21.7%,-9.4%,16.0%,68,14.4%,0.9%,"$336,675",3.5%,84,7.6%,6.3%,"84,327","$54,362",9.0%,7.7%,7.3%,"$270,437",7.1%,75.6%,33.6%,4.9,"$1,760","$70,430",38.8%,0.7%,15.8%,24.3%,-,31.5%,56.7%,52%,31.7,22.2%,"34,623",1.3%,5.7%,53,64,41.0
"Staunton, VA",5.2%,5.2%,14.2,26.6%,1.6%,"1,031",2.8%,550,63.5%,34.9%,"$1,434","$1,792",0.64%,212,12.5%,-17.9%,8.6%,67,-16.8%,0.5%,"$382,425",6.1%,90,7.1%,-16.0%,"126,586","$64,540",3.8%,11.5%,6.9%,"$306,071",4.2%,39.1%,25.9%,4.7,"$1,930","$77,206",35.8%,0.5%,34.5%,7.0%,-,26.8%,72.2%,58%,43.6,8.0%,"56,088",0.8%,3.6%,54,58,48.0
"Steamboat Springs, CO",3.8%,37.2%,19.7,46.2%,29.1%,-77,1.3%,-,34.7%,62.4%,"$3,695","$4,618",-0.05%,242,51.2%,-14.4%,9.6%,124,21.2%,1.4%,"$1,198,150",5.8%,52,23.8%,-2.0%,"24,990","$95,863",0.4%,23.7%,14.0%,"$1,096,318",6.2%,88.8%,37.9%,11.4,"$6,770","$270,805",84.7%,0.3%,83.2%,8.1%,11.1%,42.0%,74.6%,66%,41.0,7.6%,"16,913",-0.3%,-,53,-,43.0
"Stephenville, TX",2.5%,11.5%,22.8,16.6%,2.7%,281,3.1%,-,83.6%,15.6%,$923,"$1,154",0.48%,173,26.7%,75.4%,24.1%,94,-0.8%,1.6%,"$403,750",-7.2%,40,25.0%,-9.9%,"43,244","$66,658",4.2%,26.3%,6.7%,"$316,945",4.1%,62.3%,22.3%,4.7,"$2,154","$86,180",38.7%,1.1%,133.2%,8.6%,-,32.4%,63.8%,46%,31.9,13.9%,"18,515",0.6%,9.6%,33,45,53.0
"Sterling, CO",5.7%,6.4%,13.3,26.1%,1.8%,-95,-4.2%,-,77.2%,20.6%,"$1,223","$1,529",0.40%,52,-4.5%,37.2%,17.6%,85,-5.2%,0.9%,"$316,000",1.5%,18,28.5%,-3.6%,"21,067","$56,175",-2.8%,5.3%,8.1%,"$245,943",3.6%,43.5%,33.1%,4.3,"$1,537","$61,497",32.8%,0.4%,25.6%,3.1%,-6.4%,18.9%,68.2%,54%,39.1,11.4%,"8,709",-0.4%,-,43,-,36.0
"Stevens Point, WI",3.9%,4.3%,15.7,20.1%,2.8%,490,2.8%,-,48.5%,49.7%,"$1,187","$1,484",0.64%,59,-2.5%,-34.8%,17.8%,70,0.7%,0.2%,"$380,846",12.4%,26,-7.1%,-14.6%,"71,024","$70,778",0.1%,25.5%,11.5%,"$280,648",6.1%,38.8%,21.6%,3.9,"$1,947","$77,908",33.0%,1.2%,64.0%,14.0%,-,34.6%,67.1%,51%,37.9,8.4%,"32,017",0.6%,1.9%,59,38,51.0
"Stillwater, OK",7.0%,12.1%,10.5,28.6%,1.6%,593,1.1%,-,61.3%,36.0%,"$1,371","$1,714",0.79%,219,5.8%,7.2%,6.0%,64,2.8%,1.2%,"$240,500",3.9%,72,16.1%,-10.6%,"83,352","$57,498",1.5%,39.3%,8.1%,"$216,466",3.8%,36.4%,5.3%,3.7,"$1,424","$56,998",29.7%,0.8%,3.8%,8.6%,-6.0%,43.4%,53.6%,54%,27.8,20.6%,"37,253",0.7%,5.6%,47,58,50.0
"Stockton, CA",4.8%,5.3%,14.9,32.2%,0.8%,"3,369",7.9%,"2,909",48.9%,48.0%,"$2,396","$2,995",0.21%,892,49.7%,18.6%,19.7%,62,14.9%,0.5%,"$565,000",3.7%,522,15.4%,-9.1%,"800,965","$89,166",6.4%,29.2%,9.7%,"$537,036",2.3%,39.0%,10.9%,6.0,"$3,478","$139,133",46.8%,0.7%,45.1%,-3.6%,-63.3%,23.6%,63.1%,67%,36.0,11.5%,"265,161",0.4%,3.3%,44,71,64.0
"Sumter, SC",9.0%,18.7%,8.7,29.4%,0.7%,607,-3.0%,434,49.2%,49.5%,"$1,401","$1,752",0.23%,315,-0.7%,8.9%,16.4%,73,-4.5%,1.1%,"$270,425",-2.8%,124,-7.4%,-6.4%,"135,202","$57,101",-3.7%,15.9%,4.5%,"$183,103",2.3%,28.4%,5.5%,3.2,"$1,152","$46,105",24.2%,0.5%,-17.7%,7.0%,-,19.9%,66.8%,51%,38.2,15.5%,"64,013",0.4%,7.1%,47,54,41.0
"Sunbury, PA",7.2%,14.0%,10.0,17.9%,1.4%,356,-4.4%,-,69.4%,29.5%,$920,"$1,150",0.69%,142,17.3%,-32.4%,20.9%,88,17.3%,0.4%,"$168,000",-7.0%,36,-25.0%,-14.9%,"90,120","$61,652",-1.0%,30.2%,8.6%,"$138,121",9.9%,21.5%,-2.1%,2.2,$933,"$37,327",18.1%,1.0%,1.3%,8.0%,-,21.9%,76.8%,51%,45.0,10.1%,"43,443",0.3%,-,57,-,56.0
"Syracuse, NY",6.0%,8.2%,9.9,24.9%,3.2%,"-2,041",0.6%,653,46.5%,53.3%,"$1,551","$1,939",0.50%,595,3.3%,-37.7%,6.3%,86,17.9%,0.3%,"$289,450",12.6%,292,-5.8%,-13.7%,"652,956","$74,733",0.3%,22.0%,11.0%,"$231,786",9.8%,63.0%,28.1%,3.1,"$1,808","$72,348",29.0%,2.3%,16.5%,23.8%,0.4%,36.4%,68.8%,57%,40.1,12.4%,"298,143",-0.3%,8.0%,59,53,51.0
"Tahlequah, OK",6.0%,17.3%,12.5,22.6%,10.7%,183,0.9%,-,65.2%,32.6%,"$1,031","$1,289",0.32%,128,6.2%,-9.0%,18.6%,78,6.1%,0.9%,"$285,375",4.9%,28,0.0%,-6.9%,"47,621","$54,741",-2.0%,27.9%,7.0%,"$193,718",2.9%,59.6%,13.2%,3.5,"$1,226","$49,049",26.8%,0.5%,18.9%,7.2%,0.7%,29.4%,65.8%,46%,37.3,17.6%,"22,273",0.3%,-,49,-,41.0
"Talladega, AL",7.3%,12.1%,10.7,21.3%,6.6%,658,2.3%,-,66.4%,32.7%,"$1,114","$1,392",0.84%,291,27.4%,18.2%,17.9%,91,18.3%,0.9%,"$228,900",4.3%,86,22.8%,1.5%,"81,132","$62,744",1.6%,25.1%,4.1%,"$180,357",4.6%,45.1%,-3.1%,2.8,"$1,109","$44,384",21.2%,0.3%,-0.4%,3.9%,-8.7%,19.5%,74.7%,46%,43.7,13.9%,"38,801",0.8%,7.6%,47,53,57.0
"Tallahassee, FL",6.0%,11.5%,12.3,27.4%,3.0%,"1,498",5.2%,"2,610",42.0%,56.8%,"$1,490","$1,863",0.03%,"1,033",-11.3%,-9.8%,14.7%,64,21.9%,1.0%,"$319,950",2.0%,404,-0.9%,-3.0%,"389,876","$65,272",1.3%,23.7%,11.5%,"$275,152",0.8%,42.5%,9.7%,4.2,"$1,777","$71,096",32.6%,0.7%,19.2%,6.8%,-32.4%,40.5%,56.2%,59%,35.6,16.7%,"180,043",0.3%,2.7%,49,57,41.0
"Tampa, FL",6.2%,11.8%,11.8,33.5%,8.1%,"54,660",7.3%,"24,543",54.6%,44.2%,"$2,073","$2,592",-0.45%,"15,932",27.3%,42.3%,33.6%,70,9.3%,1.5%,"$396,973",-5.3%,"6,494",11.8%,1.1%,"3,342,963","$74,197",6.3%,28.1%,19.5%,"$369,334",-1.4%,61.6%,25.5%,4.9,"$2,385","$95,405",38.5%,0.7%,15.0%,0.1%,-48.9%,35.0%,67.8%,57%,42.4,11.3%,"1,540,717",1.6%,3.1%,36,70,51.0
"Terre Haute, IN",6.5%,11.3%,11.4,20.6%,0.9%,507,-1.9%,196,66.1%,31.9%,$894,"$1,117",0.82%,300,10.5%,-13.2%,15.6%,67,-7.5%,0.6%,"$177,250",4.3%,138,38.0%,-10.3%,"185,148","$52,011",-0.9%,3.7%,5.8%,"$153,727",7.3%,50.1%,36.1%,2.9,$986,"$39,472",22.7%,0.6%,10.3%,15.1%,-,22.9%,67.5%,58%,38.2,17.0%,"82,347",0.2%,5.0%,52,40,39.0
"Texarkana, TX",8.3%,13.3%,9.0,28.9%,1.7%,140,-0.0%,134,74.4%,24.6%,"$1,248","$1,560",0.08%,440,23.5%,25.5%,20.0%,94,5.9%,1.1%,"$232,500",-8.1%,114,21.2%,-4.0%,"146,234","$51,725",-2.8%,0.3%,5.0%,"$169,249",-1.6%,25.5%,14.9%,3.2,"$1,113","$44,533",25.8%,0.8%,-10.8%,-3.8%,0.0%,19.7%,65.1%,48%,39.2,15.2%,"66,059",0.0%,1.2%,41,41,32.0
"The Villages, FL",5.2%,17.4%,13.7,29.7%,10.6%,"8,788",22.5%,"3,427",68.5%,30.9%,"$1,930","$2,413",-0.07%,-,-,-,-,-,-,-,-,-,-,-,-,"151,565","$77,853",17.7%,29.1%,12.2%,"$397,874",-0.6%,38.1%,4.4%,5.1,"$2,583","$103,345",39.8%,0.7%,33.8%,-3.4%,-22.0%,37.9%,88.9%,43%,68.6,8.9%,"88,692",5.7%,5.8%,-,64,60.0
"Thomasville, GA",9.1%,12.3%,8.2,37.0%,4.9%,174,1.6%,-,61.9%,37.8%,"$1,668","$2,085",0.37%,204,22.5%,-3.2%,12.6%,79,0.3%,1.0%,"$312,500",-5.1%,44,-31.2%,-5.1%,"45,696","$54,025",2.1%,23.5%,5.5%,"$206,136",3.8%,48.8%,17.8%,3.8,"$1,367","$54,711",30.3%,0.9%,-18.0%,9.5%,-18.7%,20.5%,60.5%,52%,40.3,17.3%,"20,957",0.3%,-,51,-,43.0
"Toledo, OH",6.3%,11.0%,10.6,21.6%,0.3%,-377,0.7%,"1,264",49.2%,49.7%,"$1,158","$1,447",0.70%,733,3.0%,-25.5%,13.5%,52,4.0%,0.4%,"$219,950",29.4%,390,-2.9%,-4.2%,"640,729","$64,335",-0.4%,20.1%,8.6%,"$184,266",5.3%,45.0%,21.5%,2.8,"$1,310","$52,439",24.4%,1.5%,13.2%,12.7%,-19.5%,30.2%,62.9%,57%,38.3,14.5%,"305,676",-0.0%,5.9%,57,51,48.0
"Topeka, KS",5.4%,9.4%,12.0,20.3%,1.0%,508,0.1%,399,54.2%,43.6%,"$1,130","$1,412",0.61%,284,20.8%,-12.6%,18.8%,58,1.3%,0.4%,"$219,900",-6.4%,134,-37.3%,-14.0%,"232,155","$66,607",-0.1%,11.8%,8.3%,"$203,716",7.1%,57.2%,32.7%,3.0,"$1,439","$57,567",25.9%,1.4%,27.3%,16.5%,-2.0%,29.7%,70.5%,54%,41.1,11.4%,"105,424",0.2%,6.8%,53,43,44.0
"Torrington, CT",3.9%,12.1%,15.1,22.3%,10.4%,-187,0.5%,-,53.6%,44.8%,"$1,727","$2,159",0.28%,209,-0.7%,-60.6%,7.6%,103,17.7%,0.4%,"$685,000",-2.0%,72,-12.2%,-15.9%,"185,000","$92,840",1.3%,14.3%,14.1%,"$392,581",6.1%,67.6%,22.1%,4.2,"$2,808","$112,320",36.2%,1.5%,62.5%,17.3%,-21.0%,40.9%,80.6%,58%,47.5,7.8%,"87,816",-0.1%,8.4%,62,50,52.0
"Traverse City, MI",4.7%,22.9%,14.9,26.0%,23.7%,995,2.6%,-,51.9%,46.4%,"$1,728","$2,161",0.19%,497,27.4%,-20.6%,12.5%,91,10.6%,0.6%,"$448,750",-2.2%,138,2.9%,-19.9%,"155,321","$79,634",4.0%,29.1%,11.9%,"$388,272",4.7%,62.6%,31.2%,4.8,"$2,538","$101,557",38.2%,0.8%,46.8%,11.1%,-15.2%,40.9%,81.3%,55%,46.6,7.2%,"87,118",0.6%,1.3%,53,54,52.0
"Trenton, NJ",5.0%,3.3%,11.5,29.9%,1.1%,-131,4.2%,"2,043",31.9%,65.6%,"$2,445","$3,056",0.23%,414,38.0%,-32.6%,11.3%,60,17.6%,0.4%,"$417,000",6.3%,194,-11.0%,-6.4%,"381,671","$98,075",3.2%,23.3%,15.8%,"$421,906",7.5%,58.1%,19.0%,4.3,"$3,248","$129,956",39.7%,2.2%,32.8%,19.6%,-27.4%,45.2%,60.2%,60%,40.2,9.8%,"151,262",-0.0%,3.8%,59,52,49.0
"Truckee, CA",4.3%,21.6%,16.0,33.8%,23.5%,11,0.5%,-,42.1%,54.3%,"$2,533","$3,166",0.10%,375,21.2%,-4.6%,21.0%,96,22.4%,0.9%,"$669,900",3.0%,104,15.5%,-13.4%,"102,037","$89,757",2.3%,30.4%,22.0%,"$610,671",0.9%,29.6%,0.6%,6.8,"$3,968","$158,726",53.0%,0.7%,56.6%,-8.1%,-35.1%,40.9%,73.5%,61%,49.9,10.6%,"54,548",0.0%,7.3%,47,46,53.0
"Tucson, AZ",5.0%,8.0%,14.4,26.7%,4.1%,"6,928",4.6%,"5,363",41.8%,56.9%,"$1,583","$1,979",-0.31%,"3,445",45.0%,36.4%,25.5%,64,18.6%,1.1%,"$391,255",-1.9%,"1,612",22.8%,2.6%,"1,063,162","$71,153",2.3%,26.6%,13.8%,"$344,011",0.3%,51.2%,13.1%,4.8,"$2,203","$88,121",37.1%,0.6%,39.1%,0.7%,-42.2%,36.7%,65.6%,58%,40.1,12.8%,"484,385",0.6%,2.4%,41,58,45.0
